,max_balance_drowdown,max_drawdown,returns_std,total_return,sharpe,downside_deviation,sortino,calmar_ratio,en_inU,en_outU,en_outD,en_inD,re_inU,re_outU,re_outD,re_inD,cc_inU,cc_outU,cc_outD,cc_inD,trades,positive_trades,positive_trading_days
1384,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1385,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1386,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1387,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1388,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1389,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1390,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1391,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1392,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1393,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1394,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1395,0.274,4.175,0.425,-0.093,-0.02,0.056,-164.148,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.91,0.85,13.0,53.846,2.419
1396,0.451,11.045,0.876,-0.451,-0.046,0.292,-154.376,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.09,0.97,0.91,0.85,13.0,53.846,4.839
1397,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.91,0.85,9.0,55.556,3.226
1398,0.798,9.768,1.166,-0.265,-0.02,0.279,-94.833,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,14.0,42.857,4.032
1399,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,9.0,55.556,3.226
1400,0.218,2.522,0.344,0.021,0.005,0.03,70.07,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,9.0,55.556,4.032
1401,0.274,4.175,0.425,-0.093,-0.02,0.056,-164.148,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,13.0,53.846,2.419
1402,0.218,2.397,0.314,-0.036,-0.01,0.03,-120.083,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,9.0,55.556,4.032
1403,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,9.0,55.556,3.226
1404,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,9.0,55.556,3.226
1405,0.428,7.574,0.56,-0.334,-0.053,0.122,-273.66,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,17.0,47.059,3.226
1406,0.496,6.637,0.832,-0.169,-0.018,0.153,-110.414,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,12.0,50.0,4.839
1407,0.289,7.574,0.562,-0.265,-0.042,0.119,-223.896,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,13.0,46.154,4.032
1408,0.289,7.574,0.591,-0.174,-0.026,0.119,-146.564,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,13.0,46.154,4.032
1409,0.706,11.561,1.167,-0.38,-0.029,0.14,-270.718,,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.97,16.0,43.75,5.645
1410,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1411,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1412,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1413,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1414,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1415,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1416,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1417,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1418,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1419,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1420,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1421,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1422,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1423,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1424,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1425,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1426,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1427,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1428,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1429,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1430,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1431,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1432,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1433,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1434,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1435,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1436,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1437,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1438,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1439,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1440,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.91,0.85,12.0,58.333,2.419
1441,0.296,11.045,0.823,-0.296,-0.032,0.376,-78.732,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.09,0.97,0.91,0.85,12.0,58.333,4.839
1442,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,8.0,62.5,2.419
1443,0.658,9.768,1.11,-0.124,-0.01,0.298,-41.697,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,13.0,46.154,4.032
1444,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,8.0,62.5,2.419
1445,0.047,2.522,0.27,0.163,0.054,0.042,390.852,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,8.0,62.5,3.226
1446,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,12.0,58.333,2.419
1447,0.047,2.397,0.232,0.12,0.046,0.042,287.467,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,8.0,62.5,3.226
1448,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,8.0,62.5,2.419
1449,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,8.0,62.5,2.419
1450,0.273,7.574,0.532,-0.178,-0.03,0.154,-115.804,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,16.0,50.0,3.226
1451,0.356,6.637,0.805,-0.029,-0.003,0.208,-13.775,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,11.0,54.545,4.032
1452,0.148,7.574,0.522,-0.11,-0.019,0.154,-71.512,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,12.0,50.0,3.226
1453,0.148,7.574,0.552,-0.017,-0.003,0.154,-11.017,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.91,12.0,50.0,3.226
1454,0.575,11.561,1.148,-0.248,-0.019,0.163,-151.984,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.97,15.0,46.667,4.839
1455,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1456,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1457,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1458,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1459,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1460,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1461,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1462,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1463,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1464,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1465,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1466,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1467,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1468,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1469,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1470,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1471,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1472,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1473,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1474,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1475,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1476,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1477,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1478,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1479,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1480,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1481,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1482,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1483,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1484,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1485,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1486,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1487,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1488,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1489,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1490,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1491,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1492,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1493,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1494,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1495,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1496,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1497,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1498,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1499,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1500,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.91,0.85,12.0,58.333,2.419
1501,0.296,11.045,0.823,-0.296,-0.032,0.376,-78.732,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.09,0.97,0.91,0.85,12.0,58.333,4.839
1502,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.91,0.85,8.0,62.5,2.419
1503,0.658,9.768,1.11,-0.124,-0.01,0.298,-41.697,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.03,0.97,0.91,0.85,13.0,46.154,4.032
1504,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.91,0.85,8.0,62.5,2.419
1505,0.047,2.522,0.27,0.163,0.054,0.042,390.852,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,0.97,0.91,0.85,8.0,62.5,3.226
1506,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.97,0.85,12.0,58.333,2.419
1507,0.047,2.397,0.232,0.12,0.046,0.042,287.467,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.85,8.0,62.5,3.226
1508,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.97,0.85,8.0,62.5,2.419
1509,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.97,0.85,8.0,62.5,2.419
1510,0.273,7.574,0.532,-0.178,-0.03,0.154,-115.804,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.97,0.91,16.0,50.0,3.226
1511,0.356,6.637,0.805,-0.029,-0.003,0.208,-13.775,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.91,11.0,54.545,4.032
1512,0.148,7.574,0.522,-0.11,-0.019,0.154,-71.512,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.97,0.91,12.0,50.0,3.226
1513,0.148,7.574,0.552,-0.017,-0.003,0.154,-11.017,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.97,0.91,12.0,50.0,3.226
1514,0.575,11.561,1.148,-0.248,-0.019,0.163,-151.984,,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.97,15.0,46.667,4.839
1515,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1516,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.09,0.97,0.91,0.85,10.0,60.0,4.839
1517,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.91,0.85,6.0,66.667,2.419
1518,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.03,0.97,0.91,0.85,11.0,45.455,4.032
1519,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.91,0.85,6.0,66.667,2.419
1520,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,0.97,0.91,0.85,6.0,66.667,3.226
1521,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.97,0.85,10.0,60.0,1.613
1522,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.85,6.0,66.667,3.226
1523,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.97,0.85,6.0,66.667,2.419
1524,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.97,0.85,6.0,66.667,2.419
1525,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.97,0.91,14.0,50.0,2.419
1526,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.91,9.0,55.556,4.032
1527,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.97,0.91,10.0,50.0,3.226
1528,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.97,0.91,10.0,50.0,3.226
1529,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.97,13.0,46.154,4.839
1530,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,1.09,1.03,0.91,0.85,10.0,60.0,1.613
1531,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,1.09,0.97,0.91,0.85,10.0,60.0,4.839
