,max_balance_drowdown,max_drawdown,returns_std,total_return,sharpe,downside_deviation,sortino,calmar_ratio,en_inU,en_outU,en_outD,en_inD,re_inU,re_outU,re_outD,re_inD,cc_inU,cc_outU,cc_outD,cc_inD,trades,positive_trades,positive_trading_days
0,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,12.0,58.333,2.419
1,0.296,11.045,0.823,-0.296,-0.032,0.376,-78.732,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,12.0,58.333,4.839
2,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,8.0,62.5,2.419
3,0.658,9.768,1.11,-0.124,-0.01,0.298,-41.697,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,13.0,46.154,4.032
4,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,8.0,62.5,2.419
5,0.047,2.522,0.27,0.163,0.054,0.042,390.852,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,8.0,62.5,3.226
6,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,12.0,58.333,2.419
7,0.047,2.397,0.232,0.12,0.046,0.042,287.467,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,8.0,62.5,3.226
8,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,8.0,62.5,2.419
9,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,8.0,62.5,2.419
10,0.273,7.574,0.532,-0.178,-0.03,0.154,-115.804,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.91,16.0,50.0,3.226
11,0.356,6.637,0.805,-0.029,-0.003,0.208,-13.775,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.91,11.0,54.545,4.032
12,0.148,7.574,0.522,-0.11,-0.019,0.154,-71.512,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.91,12.0,50.0,3.226
13,0.148,7.574,0.552,-0.017,-0.003,0.154,-11.017,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.91,12.0,50.0,3.226
14,0.575,11.561,1.148,-0.248,-0.019,0.163,-151.984,,1.09,1.03,0.91,0.85,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.97,15.0,46.667,4.839
15,0.184,4.175,0.404,-0.002,-0.0,0.049,-4.214,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.91,0.85,12.0,58.333,2.419
16,0.346,11.045,0.867,-0.346,-0.036,0.327,-105.62,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.09,0.97,0.91,0.85,12.0,58.333,4.839
17,0.127,3.697,0.362,0.1,0.025,0.025,402.542,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.91,0.85,8.0,62.5,3.226
18,0.708,9.768,1.143,-0.174,-0.014,0.285,-60.946,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.03,0.97,0.91,0.85,13.0,46.154,4.032
19,0.127,3.697,0.362,0.1,0.025,0.025,402.542,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.91,0.85,8.0,62.5,3.226
20,0.127,2.522,0.318,0.112,0.032,0.025,451.049,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,0.97,0.91,0.85,8.0,62.5,4.032
21,0.184,4.175,0.404,-0.002,-0.0,0.049,-4.214,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.97,0.85,12.0,58.333,2.419
22,0.127,2.397,0.286,0.069,0.022,0.025,279.991,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.85,8.0,62.5,4.032
23,0.127,3.697,0.362,0.1,0.025,0.025,402.542,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.97,0.85,8.0,62.5,3.226
24,0.127,3.697,0.362,0.1,0.025,0.025,402.542,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.97,0.85,8.0,62.5,3.226
25,0.323,7.574,0.545,-0.228,-0.038,0.131,-174.452,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.09,1.03,0.97,0.91,16.0,50.0,3.226
26,0.406,6.637,0.822,-0.078,-0.009,0.168,-46.769,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.91,11.0,54.545,4.839
27,0.198,7.574,0.547,-0.16,-0.026,0.13,-123.446,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,0.97,0.91,12.0,50.0,4.032
28,0.198,7.574,0.576,-0.067,-0.01,0.13,-51.506,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.03,0.97,0.91,12.0,50.0,4.032
29,0.616,11.561,1.16,-0.289,-0.022,0.144,-200.527,,1.09,1.03,0.91,0.85,1.09,0.97,0.91,0.85,1.15,1.09,1.03,0.97,15.0,46.667,5.645
30,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
31,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
32,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
33,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
34,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
35,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
36,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
37,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
38,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
39,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
40,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
41,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
42,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
43,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
44,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.91,0.85,1.15,1.09,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
45,0.274,4.175,0.425,-0.093,-0.02,0.056,-164.148,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.91,0.85,13.0,53.846,2.419
46,0.451,11.045,0.876,-0.451,-0.046,0.292,-154.376,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.09,0.97,0.91,0.85,13.0,53.846,4.839
47,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.91,0.85,9.0,55.556,3.226
48,0.798,9.768,1.166,-0.265,-0.02,0.279,-94.833,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,14.0,42.857,4.032
49,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,9.0,55.556,3.226
50,0.218,2.522,0.344,0.021,0.005,0.03,70.07,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,9.0,55.556,4.032
51,0.274,4.175,0.425,-0.093,-0.02,0.056,-164.148,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,13.0,53.846,2.419
52,0.218,2.397,0.314,-0.036,-0.01,0.03,-120.083,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,9.0,55.556,4.032
53,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,9.0,55.556,3.226
54,0.218,3.697,0.385,0.009,0.002,0.03,30.037,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,9.0,55.556,3.226
55,0.428,7.574,0.56,-0.334,-0.053,0.122,-273.66,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,17.0,47.059,3.226
56,0.496,6.637,0.832,-0.169,-0.018,0.153,-110.414,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,12.0,50.0,4.839
57,0.289,7.574,0.562,-0.265,-0.042,0.119,-223.896,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,13.0,46.154,4.032
58,0.289,7.574,0.591,-0.174,-0.026,0.119,-146.564,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,13.0,46.154,4.032
59,0.706,11.561,1.167,-0.38,-0.029,0.14,-270.718,,1.09,1.03,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.97,16.0,43.75,5.645
60,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
61,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
62,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
63,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
64,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
65,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
66,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
67,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
68,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
69,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
70,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
71,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
72,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
73,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
74,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
75,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
76,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
77,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
78,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
79,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
80,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
81,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
82,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
83,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
84,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
85,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
86,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
87,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
88,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
89,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
90,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.91,0.85,12.0,58.333,2.419
91,0.296,11.045,0.823,-0.296,-0.032,0.376,-78.732,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.09,0.97,0.91,0.85,12.0,58.333,4.839
92,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,8.0,62.5,2.419
93,0.658,9.768,1.11,-0.124,-0.01,0.298,-41.697,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,13.0,46.154,4.032
94,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,8.0,62.5,2.419
95,0.047,2.522,0.27,0.163,0.054,0.042,390.852,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,8.0,62.5,3.226
96,0.133,4.175,0.386,0.048,0.011,0.049,97.916,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,12.0,58.333,2.419
97,0.047,2.397,0.232,0.12,0.046,0.042,287.467,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,8.0,62.5,3.226
98,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,8.0,62.5,2.419
99,0.047,3.697,0.321,0.151,0.042,0.042,361.535,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,8.0,62.5,2.419
100,0.273,7.574,0.532,-0.178,-0.03,0.154,-115.804,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,16.0,50.0,3.226
101,0.356,6.637,0.805,-0.029,-0.003,0.208,-13.775,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,11.0,54.545,4.032
102,0.148,7.574,0.522,-0.11,-0.019,0.154,-71.512,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,12.0,50.0,3.226
103,0.148,7.574,0.552,-0.017,-0.003,0.154,-11.017,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.91,12.0,50.0,3.226
104,0.575,11.561,1.148,-0.248,-0.019,0.163,-151.984,,1.09,1.03,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.97,15.0,46.667,4.839
105,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
106,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
107,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
108,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
109,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
110,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
111,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
112,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
113,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
114,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
115,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
116,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
117,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
118,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
119,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
120,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
121,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
122,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
123,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
124,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
125,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
126,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
127,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
128,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
129,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
130,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
131,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
132,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
133,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
134,0.566,11.561,1.152,-0.238,-0.019,0.145,-164.991,,1.09,1.03,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.97,13.0,46.154,4.839
135,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.91,0.85,10.0,60.0,1.613
136,0.287,11.045,0.828,-0.287,-0.031,0.346,-82.843,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.09,0.97,0.91,0.85,10.0,60.0,4.839
137,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.91,0.85,6.0,66.667,2.419
138,0.649,9.768,1.114,-0.115,-0.009,0.286,-40.168,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.03,0.97,0.91,0.85,11.0,45.455,4.032
139,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.91,0.85,6.0,66.667,2.419
140,0.036,2.522,0.286,0.172,0.054,0.014,1193.031,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,0.97,0.91,0.85,6.0,66.667,3.226
141,0.116,4.175,0.379,0.057,0.014,0.029,196.489,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.85,10.0,60.0,1.613
142,0.036,2.397,0.25,0.129,0.046,0.014,894.578,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.85,6.0,66.667,3.226
143,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.85,6.0,66.667,2.419
144,0.036,3.697,0.334,0.16,0.043,0.014,1108.398,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.85,6.0,66.667,2.419
145,0.264,7.574,0.527,-0.169,-0.029,0.143,-118.207,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.91,14.0,50.0,2.419
146,0.346,6.637,0.81,-0.019,-0.002,0.184,-10.458,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.91,9.0,55.556,4.032
147,0.139,7.574,0.53,-0.101,-0.017,0.145,-69.655,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.91,10.0,50.0,3.226
148,0.139,7.574,0.56,-0.008,-0.001,0.145,-5.28,,1.09,1.03,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.91,10.0,50.0,3.226
