,max_balance_drowdown,max_drawdown,returns_std,total_return,sharpe,downside_deviation,sortino,calmar_ratio,en_inU,en_outU,en_outD,en_inD,re_inU,re_outU,re_outD,re_inD,cc_inU,cc_outU,cc_outD,cc_inD,trades,positive_trades,positive_trading_days
723,1.436,9.524,1.121,-1.436,-0.117,0.275,-521.361,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,33,48.485,3.333
724,1.251,15.843,1.359,-1.251,-0.084,0.413,-303.061,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,27,51.852,4.167
725,1.393,14.799,1.343,-1.393,-0.095,0.407,-341.854,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,27,48.148,2.5
726,1.404,15.585,1.557,-1.404,-0.082,0.444,-316.149,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,27,51.852,6.667
727,1.189,15.627,1.351,-1.189,-0.08,0.402,-296.062,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,25,48,5
728,1.111,15.627,1.347,-1.111,-0.075,0.428,-259.24,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,25,52,5.833
729,1.43,15.585,1.551,-1.43,-0.084,0.463,-308.741,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,25,52,5.833
730,1.406,15.585,1.557,-1.406,-0.082,0.444,-316.692,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,28,53.571,7.5
731,1.009,17.168,1.398,-1.009,-0.066,0.402,-251.15,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,26,50,5.833
732,1.113,15.627,1.347,-1.113,-0.075,0.428,-259.802,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,26,53.846,6.667
733,1.432,15.585,1.551,-1.432,-0.084,0.463,-309.262,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,26,53.846,6.667
734,1.001,18.963,1.733,-0.755,-0.04,0.353,-213.58,,1.03,0.97,0.91,0.85,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.97,31,51.613,8.333
735,0.523,6.806,0.763,-0.156,-0.019,0.182,-85.667,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.91,0.85,24,58.333,7.5
736,0.834,8.379,0.686,-0.566,-0.075,0.157,-360.069,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.09,0.97,0.91,0.85,23,52.174,4.167
737,0.378,7.257,0.735,-0.01,-0.001,0.15,-7.002,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.91,0.85,21,57.143,6.667
738,0.442,6.584,0.645,-0.378,-0.054,0.121,-312.911,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.03,0.97,0.91,0.85,27,51.852,5
739,0.56,6.806,0.75,-0.193,-0.023,0.188,-102.822,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.91,0.85,21,57.143,5.833
740,0.702,8.379,0.793,-0.335,-0.038,0.161,-207.879,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,0.97,0.91,0.85,21,52.381,4.167
741,0.713,10.588,1.076,-0.346,-0.029,0.312,-110.668,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.85,21,57.143,8.333
742,0.482,6.998,0.757,-0.114,-0.014,0.145,-79.112,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.85,19,52.632,7.5
743,0.403,6.998,0.749,-0.036,-0.004,0.158,-22.616,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.85,19,57.895,7.5
744,0.739,10.588,1.066,-0.372,-0.032,0.333,-111.61,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.85,19,57.895,7.5
745,0.715,10.588,1.076,-0.348,-0.03,0.312,-111.44,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.09,1.03,0.97,0.91,22,59.091,9.167
746,0.301,8.539,0.832,0.066,0.007,0.145,45.556,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.91,20,55,8.333
747,0.405,6.998,0.749,-0.038,-0.005,0.158,-24.144,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,0.97,0.91,20,60,8.333
748,0.741,10.588,1.066,-0.374,-0.032,0.333,-112.335,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.03,0.97,0.91,20,60,8.333
749,0.507,12.269,1.315,0.323,0.022,0.148,217.953,,1.03,0.97,0.91,0.85,1.15,1.03,0.91,0.85,1.15,1.09,1.03,0.97,25,56,10.833
750,0.601,7.215,0.756,-0.234,-0.028,0.175,-133.59,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.91,0.85,24,58.333,6.667
751,0.912,6.256,0.603,-0.644,-0.098,0.17,-379.692,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.09,0.97,0.91,0.85,23,52.174,3.333
752,0.456,7.257,0.703,-0.089,-0.012,0.155,-57.198,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.91,0.85,21,57.143,5.833
753,0.521,5.152,0.556,-0.456,-0.075,0.133,-344.49,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.03,0.97,0.91,0.85,27,51.852,4.167
754,0.638,7.215,0.745,-0.271,-0.033,0.179,-151.201,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.91,0.85,21,57.143,5
755,0.78,6.256,0.722,-0.413,-0.052,0.173,-238.372,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,0.97,0.91,0.85,21,52.381,3.333
756,0.791,10.588,1.068,-0.424,-0.036,0.299,-141.718,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.85,21,57.143,7.5
757,0.56,6.998,0.728,-0.193,-0.024,0.152,-126.536,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.85,19,52.632,5.833
758,0.481,6.998,0.719,-0.114,-0.014,0.167,-68.399,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.85,19,57.895,6.667
759,0.817,10.588,1.06,-0.45,-0.039,0.319,-141.173,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.85,19,57.895,6.667
760,0.794,10.588,1.069,-0.426,-0.036,0.299,-142.524,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.09,1.03,0.97,0.91,22,59.091,8.333
761,0.38,8.539,0.806,-0.012,-0.001,0.152,-8.058,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.91,20,55,6.667
762,0.484,6.998,0.719,-0.116,-0.015,0.167,-69.847,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,0.97,0.91,20,60,7.5
763,0.819,10.588,1.06,-0.452,-0.039,0.319,-141.93,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.03,0.97,0.91,20,60,7.5
764,0.585,12.269,1.299,0.245,0.017,0.156,156.459,,1.03,0.97,0.91,0.85,1.15,0.97,0.91,0.85,1.15,1.09,1.03,0.97,25,56,9.167
765,0.619,6.806,0.748,-0.249,-0.03,0.149,-167.226,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.91,0.85,24,58.333,7.5
766,0.927,8.379,0.7,-0.659,-0.086,0.133,-495.036,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.09,0.97,0.91,0.85,23,52.174,5
767,0.471,8.011,0.837,-0.104,-0.011,0.143,-72.834,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.91,0.85,21,57.143,7.5
768,0.539,6.584,0.66,-0.472,-0.065,0.096,-490.013,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.03,0.97,0.91,0.85,27,51.852,5.833
769,0.653,6.806,0.724,-0.286,-0.036,0.151,-189.073,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.91,0.85,21,57.143,6.667
770,0.82,8.379,0.806,-0.453,-0.051,0.137,-331.89,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,0.97,0.91,0.85,21,52.381,5
771,0.809,14.509,1.283,-0.439,-0.031,0.373,-117.657,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.85,21,57.143,7.5
772,0.575,8.011,0.86,-0.208,-0.022,0.137,-151.734,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.85,19,52.632,8.333
773,0.496,8.011,0.854,-0.129,-0.014,0.145,-88.691,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.85,19,57.895,8.333
774,0.832,14.509,1.27,-0.465,-0.033,0.378,-122.837,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.85,19,57.895,7.5
775,0.812,14.509,1.284,-0.441,-0.031,0.373,-118.303,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.09,1.03,0.97,0.91,22,59.091,8.333
776,0.411,8.539,0.927,-0.027,-0.003,0.137,-19.994,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.91,20,55,9.167
777,0.499,8.011,0.854,-0.131,-0.014,0.145,-90.349,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,0.97,0.91,20,60,9.167
778,0.835,14.509,1.27,-0.467,-0.034,0.378,-123.474,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.03,0.97,0.91,20,60,8.333
779,0.61,12.269,1.377,0.23,0.015,0.14,163.839,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.85,1.15,1.09,1.03,0.97,25,56,11.667
780,0.507,7.215,0.75,-0.14,-0.017,0.137,-102.501,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.91,0.85,22,59.091,8.333
781,0.818,8.379,0.646,-0.55,-0.078,0.128,-428.59,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.09,0.97,0.91,0.85,21,52.381,4.167
782,0.362,8.011,0.775,0.005,0.001,0.177,2.986,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.91,0.85,19,57.895,7.5
783,0.462,6.584,0.602,-0.362,-0.055,0.081,-449.619,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.03,0.97,0.91,0.85,25,52,5
784,0.544,7.215,0.738,-0.177,-0.022,0.141,-125.663,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.91,0.85,19,57.895,6.667
785,0.686,8.379,0.76,-0.319,-0.038,0.132,-241.413,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,0.97,0.91,0.85,19,52.632,4.167
786,0.697,12.04,1.13,-0.33,-0.027,0.271,-121.888,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.85,19,57.895,9.167
787,0.466,8.011,0.802,-0.099,-0.011,0.167,-58.982,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.85,17,52.941,6.667
788,0.387,8.011,0.797,-0.02,-0.002,0.182,-10.951,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.85,17,58.824,8.333
789,0.723,12.04,1.122,-0.356,-0.029,0.284,-125.437,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.85,17,58.824,8.333
790,0.7,12.04,1.13,-0.332,-0.027,0.271,-122.778,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.09,1.03,0.97,0.91,20,60,10
791,0.335,8.539,0.874,0.082,0.009,0.167,48.815,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.91,18,55.556,7.5
792,0.39,8.011,0.797,-0.022,-0.003,0.182,-12.276,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,0.97,0.91,18,61.111,9.167
793,0.725,12.04,1.123,-0.358,-0.029,0.284,-126.287,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.03,0.97,0.91,18,61.111,9.167
794,0.51,12.269,1.368,0.339,0.023,0.158,214.634,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.85,1.15,1.09,1.03,0.97,23,56.522,9.167
795,0.493,7.215,0.755,-0.126,-0.015,0.137,-92.363,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.91,0.85,22,59.091,7.5
796,0.804,8.379,0.648,-0.537,-0.076,0.128,-417.811,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.09,0.97,0.91,0.85,21,52.381,4.167
797,0.348,8.011,0.778,0.019,0.002,0.177,10.82,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.91,0.85,19,57.895,6.667
798,0.448,6.584,0.604,-0.349,-0.053,0.081,-432.452,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.03,0.97,0.91,0.85,25,52,5
799,0.53,7.215,0.742,-0.163,-0.02,0.141,-115.839,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.91,0.85,19,57.895,5.833
800,0.672,8.379,0.761,-0.305,-0.037,0.132,-230.931,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,0.97,0.91,0.85,19,52.632,4.167
801,0.683,12.04,1.134,-0.316,-0.025,0.271,-116.775,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.85,19,57.895,8.333
802,0.452,8.011,0.807,-0.085,-0.01,0.166,-51.256,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.85,17,52.941,7.5
803,0.373,8.011,0.8,-0.006,-0.001,0.182,-3.343,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.85,17,58.824,7.5
804,0.709,12.04,1.125,-0.342,-0.028,0.284,-120.557,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.85,17,58.824,7.5
805,0.686,12.04,1.134,-0.319,-0.026,0.271,-117.666,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.09,1.03,0.97,0.91,20,60,9.167
806,0.321,8.539,0.878,0.096,0.01,0.166,57.695,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.91,18,55.556,8.333
807,0.376,8.011,0.8,-0.008,-0.001,0.182,-4.668,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,0.97,0.91,18,61.111,8.333
808,0.712,12.04,1.125,-0.344,-0.028,0.284,-121.407,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.03,0.97,0.91,18,61.111,8.333
809,0.496,12.269,1.37,0.353,0.023,0.156,225.847,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.85,1.15,1.09,1.03,0.97,23,56.522,10
810,0.597,6.806,0.735,-0.23,-0.029,0.151,-152.806,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.91,0.85,22,59.091,7.5
811,0.908,8.379,0.696,-0.64,-0.084,0.134,-478.426,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.09,0.97,0.91,0.85,21,52.381,4.167
812,0.452,8.011,0.834,-0.085,-0.009,0.145,-58.563,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.91,0.85,19,57.895,6.667
813,0.517,6.584,0.657,-0.453,-0.063,0.092,-494.433,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.03,0.97,0.91,0.85,25,52,5
814,0.634,6.806,0.721,-0.267,-0.034,0.156,-171.325,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.91,0.85,19,57.895,5.833
815,0.776,8.379,0.803,-0.409,-0.046,0.138,-296.436,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,0.97,0.91,0.85,19,52.632,4.167
816,0.787,14.509,1.276,-0.42,-0.03,0.375,-112.143,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.85,19,57.895,7.5
817,0.556,8.011,0.857,-0.189,-0.02,0.135,-139.932,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.85,17,52.941,7.5
818,0.477,8.011,0.851,-0.11,-0.012,0.143,-76.702,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.85,17,58.824,7.5
819,0.813,14.509,1.268,-0.446,-0.032,0.399,-111.6,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.85,17,58.824,6.667
820,0.79,14.509,1.276,-0.422,-0.03,0.375,-112.787,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.09,1.03,0.97,0.91,20,60,8.333
821,0.382,8.539,0.925,-0.008,-0.001,0.135,-6.206,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.91,18,55.556,8.333
822,0.48,8.011,0.851,-0.112,-0.012,0.143,-78.383,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,0.97,0.91,18,61.111,8.333
823,0.816,14.509,1.268,-0.448,-0.032,0.399,-112.203,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.03,0.97,0.91,18,61.111,7.5
824,0.581,12.269,1.376,0.249,0.016,0.134,185.404,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.85,1.15,1.09,1.03,0.97,23,56.522,10.833
825,0.664,6.806,0.749,-0.294,-0.036,0.143,-204.794,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.91,0.85,25,56,7.5
826,0.972,8.379,0.701,-0.704,-0.092,0.13,-543.087,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.09,0.97,0.91,0.85,24,50,5
827,0.516,8.011,0.838,-0.149,-0.016,0.138,-108.005,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.91,0.85,22,54.545,7.5
828,0.587,6.584,0.661,-0.523,-0.072,0.095,-548.677,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.03,0.97,0.91,0.85,28,50,5.833
829,0.698,6.806,0.725,-0.331,-0.042,0.145,-228.958,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.91,0.85,22,54.545,6.667
830,0.865,8.379,0.807,-0.498,-0.056,0.133,-375.629,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,0.97,0.91,0.85,22,50,5
831,0.854,14.509,1.284,-0.484,-0.034,0.354,-136.85,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.97,0.85,22,54.545,7.5
832,0.62,8.011,0.861,-0.253,-0.027,0.134,-188.072,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.85,20,50,8.333
833,0.541,8.011,0.855,-0.174,-0.019,0.142,-122.377,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.97,0.85,20,55,8.333
834,0.877,14.509,1.27,-0.51,-0.037,0.358,-142.47,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.97,0.85,20,55,7.5
835,0.856,14.509,1.284,-0.486,-0.035,0.354,-137.23,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.09,1.03,0.97,0.91,23,56.522,7.5
836,0.439,8.539,0.928,-0.072,-0.007,0.134,-53.735,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.91,21,52.381,9.167
837,0.543,8.011,0.854,-0.176,-0.019,0.143,-123.202,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,0.97,0.91,21,57.143,8.333
838,0.879,14.509,1.27,-0.512,-0.037,0.358,-142.848,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.03,0.97,0.91,21,57.143,7.5
839,0.63,12.269,1.378,0.185,0.012,0.141,131.388,,1.03,0.97,0.91,0.85,1.09,1.03,0.97,0.91,1.15,1.09,1.03,0.97,26,53.846,11.667
840,0.49,7.215,0.754,-0.123,-0.015,0.137,-89.767,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.91,0.85,23,60.87,9.167
841,0.801,8.379,0.651,-0.533,-0.075,0.128,-415.051,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.09,0.97,0.91,0.85,22,54.545,5
842,0.345,8.011,0.778,0.023,0.003,0.177,12.827,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.91,0.85,20,60,8.333
843,0.462,6.584,0.607,-0.345,-0.052,0.081,-428.056,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.03,0.97,0.91,0.85,26,53.846,5.833
844,0.527,7.215,0.742,-0.16,-0.02,0.141,-113.323,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.91,0.85,20,60,7.5
845,0.669,8.379,0.764,-0.301,-0.036,0.132,-228.247,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,0.97,0.91,0.85,20,55,5
846,0.68,12.04,1.133,-0.313,-0.025,0.271,-115.466,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.97,0.85,20,60,10
847,0.449,8.011,0.806,-0.081,-0.009,0.167,-48.595,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.85,18,55.556,7.5
848,0.37,8.011,0.8,-0.003,0,0.182,-1.395,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.97,0.85,18,61.111,9.167
849,0.706,12.04,1.125,-0.338,-0.027,0.284,-119.308,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.97,0.85,18,61.111,9.167
850,0.682,12.04,1.133,-0.315,-0.025,0.271,-116.356,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.09,1.03,0.97,0.91,21,61.905,10.833
851,0.335,9.382,0.907,0.099,0.01,0.167,59.202,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.91,19,57.895,7.5
852,0.372,8.011,0.8,-0.005,-0.001,0.182,-2.72,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,0.97,0.91,19,63.158,10
853,0.708,12.04,1.125,-0.341,-0.028,0.284,-120.158,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.03,0.97,0.91,19,63.158,10
854,0.51,12.269,1.398,0.356,0.023,0.158,225.651,,1.03,0.97,0.91,0.85,1.15,1.09,1.03,0.91,1.15,1.09,1.03,0.97,24,58.333,9.167
855,0.538,7.215,0.756,-0.171,-0.021,0.131,-130.03,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.09,1.03,0.91,0.85,23,56.522,7.5
856,0.849,8.379,0.649,-0.581,-0.082,0.124,-467.956,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.09,0.97,0.91,0.85,22,50,4.167
857,0.393,8.011,0.779,-0.026,-0.003,0.166,-15.474,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,0.91,0.85,20,55,6.667
858,0.458,6.584,0.605,-0.393,-0.059,0.08,-490.301,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.03,0.97,0.91,0.85,26,50,5
859,0.575,7.215,0.743,-0.208,-0.026,0.135,-154.09,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.03,0.91,0.85,20,55,5.833
860,0.717,8.379,0.762,-0.35,-0.042,0.127,-274.621,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,0.97,0.91,0.85,20,50,4.167
861,0.728,12.04,1.134,-0.361,-0.029,0.26,-138.71,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.09,1.03,0.97,0.85,20,55,8.333
862,0.497,8.011,0.808,-0.13,-0.015,0.16,-81.08,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,1.03,0.85,18,50,7.5
863,0.418,8.011,0.801,-0.051,-0.006,0.174,-29.244,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,0.97,0.85,18,55.556,7.5
864,0.754,12.04,1.125,-0.387,-0.031,0.272,-142.079,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.03,0.97,0.85,18,55.556,7.5
865,0.731,12.04,1.134,-0.363,-0.029,0.261,-139.21,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.09,1.03,0.97,0.91,21,57.143,8.333
866,0.321,8.539,0.879,0.051,0.005,0.16,31.738,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,1.03,0.91,19,52.632,8.333
867,0.421,8.011,0.801,-0.053,-0.006,0.175,-30.367,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,0.97,0.91,19,57.895,7.5
868,0.756,12.04,1.125,-0.389,-0.032,0.273,-142.459,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.03,0.97,0.91,19,57.895,7.5
869,0.497,12.269,1.371,0.308,0.02,0.157,196.461,,1.03,0.97,0.91,0.85,1.15,1.09,0.97,0.91,1.15,1.09,1.03,0.97,24,54.167,10
870,0.642,6.806,0.736,-0.275,-0.034,0.145,-189.948,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,1.09,1.03,0.91,0.85,23,56.522,7.5
871,0.953,8.379,0.697,-0.685,-0.09,0.131,-523.472,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,1.09,0.97,0.91,0.85,22,50,4.167
872,0.497,8.011,0.835,-0.13,-0.014,0.14,-92.454,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,1.15,1.09,0.91,0.85,20,55,6.667
873,0.568,6.584,0.658,-0.504,-0.07,0.093,-543.382,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,1.03,0.97,0.91,0.85,26,50,5
874,0.679,6.806,0.722,-0.312,-0.039,0.149,-209.446,,1.03,0.97,0.91,0.85,1.15,1.03,0.97,0.91,1.15,1.03,0.91,0.85,20,55,5.833
