Date,Balance,Minimal balance,NIS,loaned NIS,Open Energy,Energy_index,loaned_Energy_index,Open Real Estate,Real_Estate_index,loaned_Real_Estate_index,Open Consumer Cyclical,Consumer_Cyclical_index,loaned_Consumer_Cyclical_index,Open Indices,Pos All,Pos Energy,Actions Energy,Return rate Energy,Return rate with comm Energy,Pos Real Estate,Actions Real Estate,Return rate Real Estate,Return rate with comm Real Estate,Pos Consumer Cyclical,Actions Consumer Cyclical,Return rate Consumer Cyclical,Return rate with comm Consumer Cyclical
2010-07-01,9919946.558417473,9919946.558417473,9919946.558417473,0.0,81963.918600276,0.0,0.0,34140.6595455,0.0,0.0,7590.9157785,0.0,0.0,123695.493924276,123695.493924276,81963.918600276,,,,34140.6595455,,,,7590.9157785,,,
2010-07-02,9919946.558417473,9919946.558417473,9919946.558417473,0.0,82522.49610605498,0.0,0.0,34543.6442003,0.0,0.0,7558.4588284,0.0,0.0,124624.59913475499,124624.59913475499,82522.49610605498,,,,34543.6442003,,,,7558.4588284,,,
2010-07-03,9919946.558417473,9919946.558417473,9919946.558417473,0.0,83349.331178606,0.0,0.0,35366.805156,0.0,0.0,7773.4276537000005,0.0,0.0,126489.56398830599,126489.56398830599,83349.331178606,,,,35366.805156,,,,7773.4276537000005,,,
2010-07-04,9919946.558417473,9919946.558417473,9919946.558417473,0.0,83530.563349021,0.0,0.0,35867.3678711,0.0,0.0,7873.2191289,0.0,0.0,127271.15034902102,127271.15034902102,83530.563349021,,,,35867.3678711,,,,7873.2191289,,,
2010-07-05,9919946.558417473,9919946.558417473,9919946.558417473,0.0,84610.370529236,0.0,0.0,36106.2447467,0.0,0.0,8060.606845200001,0.0,0.0,128777.222121136,128777.222121136,84610.370529236,,,,36106.2447467,,,,8060.606845200001,,,
2010-07-08,9919946.558417473,9919946.558417473,9919946.558417473,0.0,84125.46295409901,0.0,0.0,35801.027371,0.0,0.0,8200.7315997,0.0,0.0,128127.221924799,128127.221924799,84125.46295409901,,,,35801.027371,,,,8200.7315997,,,
2010-07-09,9919946.558417473,9919946.558417473,9919946.558417473,0.0,82705.964710735,0.0,0.0,34970.430258500004,0.0,0.0,8010.967048800001,0.0,0.0,125687.362018035,125687.362018035,82705.964710735,,,,34970.430258500004,,,,8010.967048800001,,,
2010-07-10,9919946.558417473,9919946.558417473,9919946.558417473,0.0,84425.893840426,0.0,0.0,34978.4604377,0.0,0.0,8158.6102538,0.0,0.0,127562.964531926,127562.964531926,84425.893840426,,,,34978.4604377,,,,8158.6102538,,,
2010-07-11,9919946.558417473,9919946.558417473,9919946.558417473,0.0,85330.934633832,0.0,0.0,36027.1706437,0.0,0.0,8434.0254721,0.0,0.0,129792.130749632,129792.130749632,85330.934633832,,,,36027.1706437,,,,8434.0254721,,,
2010-07-12,9919946.558417473,9919946.558417473,9919946.558417473,0.0,82698.302109347,0.0,0.0,35171.0415714,0.0,0.0,8088.641840799999,0.0,0.0,125957.985521547,125957.985521547,82698.302109347,,,,35171.0415714,,,,8088.641840799999,,,
2010-07-15,9919946.558417473,9919946.558417473,9919946.558417473,0.0,82419.77620025801,0.0,0.0,34794.378555999996,0.0,0.0,8059.6700532,0.0,0.0,125273.824809458,125273.824809458,82419.77620025801,,,,34794.378555999996,,,,8059.6700532,,,
2010-07-16,9919946.558417473,9919946.558417473,9919946.558417473,0.0,82526.81211640101,0.0,0.0,34637.545230799995,0.0,0.0,8099.3619358,0.0,0.0,125263.719283001,125263.719283001,82526.81211640101,,,,34637.545230799995,,,,8099.3619358,,,
2010-07-18,9919946.558417473,9919946.558417473,9919946.558417473,0.0,85069.16886458898,0.0,0.0,35296.391066899996,0.0,0.0,8180.841611000001,0.0,0.0,128546.40154248898,128546.40154248898,85069.16886458898,,,,35296.391066899996,,,,8180.841611000001,,,
2010-07-19,9919946.558417473,9919946.558417473,9919946.558417473,0.0,85197.86332751502,0.0,0.0,35498.4422841,0.0,0.0,8264.1920739,0.0,0.0,128960.49768551503,128960.49768551503,85197.86332751502,,,,35498.4422841,,,,8264.1920739,,,
2010-07-22,9919946.558417473,9919946.558417473,9919946.558417473,0.0,86212.09739896601,0.0,0.0,36179.231892799995,0.0,0.0,8512.972745,0.0,0.0,130904.30203676599,130904.30203676599,86212.09739896601,,,,36179.231892799995,,,,8512.972745,,,
2010-07-23,9919946.558417473,9919946.558417473,9919946.558417473,0.0,86755.83723211999,0.0,0.0,36549.709210600005,0.0,0.0,8569.1446109,0.0,0.0,131874.69105362,131874.69105362,86755.83723211999,,,,36549.709210600005,,,,8569.1446109,,,
2010-07-24,9919946.558417473,9919946.558417473,9919946.558417473,0.0,86656.497779149,0.0,0.0,36280.65454910001,0.0,0.0,8543.471944100002,0.0,0.0,131480.624272349,131480.624272349,86656.497779149,,,,36280.65454910001,,,,8543.471944100002,,,
2010-07-25,9919946.558417473,9919946.558417473,9919946.558417473,0.0,86717.363255688,0.0,0.0,36702.881279299996,0.0,0.0,8566.1537391,0.0,0.0,131986.398274088,131986.398274088,86717.363255688,,,,36702.881279299996,,,,8566.1537391,,,
2010-07-26,9919946.558417473,9919946.558417473,9919946.558417473,0.0,87309.669430943,0.0,0.0,36079.594852,0.0,0.0,8466.041716900001,0.0,0.0,131855.305999843,131855.305999843,87309.669430943,,,,36079.594852,,,,8466.041716900001,,,
2010-07-29,9919946.558417473,9919946.558417473,9919946.558417473,0.0,86895.825195222,0.0,0.0,36407.6674136,0.0,0.0,8458.6865038,0.0,0.0,131762.179112622,131762.179112622,86895.825195222,,,,36407.6674136,,,,8458.6865038,,,
2010-07-30,9919946.558417473,9919946.558417473,9919946.558417473,0.0,87866.327043012,0.0,0.0,36590.078832,0.0,0.0,8583.5205511,0.0,0.0,133039.926426112,133039.926426112,87866.327043012,,,,36590.078832,,,,8583.5205511,,,
2010-07-31,9919946.558417473,9919946.558417473,9919946.558417473,0.0,89945.00164706,0.0,0.0,37601.6566846,0.0,0.0,8668.205969999999,0.0,0.0,136214.86430165998,136214.86430165998,89945.00164706,,,,37601.6566846,,,,8668.205969999999,,,
2010-08-01,9919946.558417473,9919946.558417473,9919946.558417473,0.0,89028.63758692802,0.0,0.0,37305.2505598,0.0,0.0,8662.392459899998,0.0,0.0,134996.28060662802,134996.28060662802,89028.63758692802,,,,37305.2505598,,,,8662.392459899998,,,
