,max_balance_drowdown,max_drawdown,returns_std,total_return,sharpe,downside_deviation,sortino,calmar_ratio,trades,positive_trades,positive_trading_days
0,1.742,2.086,0.19,-0.198,-0.095,,,,3.0,33.333,0.0
