Date,temperature_max,temperature_min,temperature_mean,gale,wet_temperature_mean,dew_point_mean,humidity_mean,humidity_max,wind_speed_mean,rainfall
05/11/2012,27.5,19.9,23.86,0,19.62,19.62,65.6,77,3.1,0
06/11/2012,27,22.2,24.96,0,20.58,20.58,65.4,73,4.4,0
07/11/2012,25.7,20.3,23.62,0,20.48,20.48,74,77,3.8,0
08/11/2012,25.6,20.6,23.24,0,19.78,19.78,71,80,2.9,0
09/11/2012,24.7,19,22.44,0,18.86,18.86,70.4,85,4.7,0
10/11/2012,23.5,16.3,21.44,0,17.88,17.88,68.8,75,7.7,0
11/11/2012,23.4,16.6,20.16,0,17.18,17.18,73.4,86,10.3,18.7
12/11/2012,22.9,15.9,19.1,0,16.18,16.18,73,90,3.6,2.3
13/11/2012,22.9,15.7,19.68,0,16.54,16.54,72,89,3,0
14/11/2012,23.8,16.3,20.66,0,17.3,17.3,70.6,82,2.5,0
15/11/2012,24.4,16.7,21.28,0,16.46,16.46,60.4,85,3,0
16/11/2012,27.2,18.8,23.68,0,14.22,14.22,29.8,42,4.6,0
17/11/2012,29.2,21.8,24.98,0,16.5,16.5,38.8,74,3.8,0
18/11/2012,25.3,17.6,21.76,0,17.8,17.8,65.6,74,2.4,0
19/11/2012,24.1,17.5,21.44,0,18.48,18.48,74,83,3.4,0
20/11/2012,22.9,16.6,20.38,0,16.7,16.7,67.4,81,2.7,0
21/11/2012,23.2,15.8,19.98,0,16.34,16.34,67.4,79,2.6,0
22/11/2012,23.5,16.4,20.64,0,16.88,16.88,66.4,70,3.1,15.6
23/11/2012,21.6,15.9,18.56,0,16.74,16.74,82.2,92,4.7,0
24/11/2012,22.2,16.2,19.54,0,16.48,16.48,72.4,92,3.1,0
25/11/2012,21.9,15.7,18.8,0,15.62,15.62,70.4,80,2.4,1
26/11/2012,22.4,14.6,18.44,0,15.64,15.64,73.8,87,2.9,2
27/11/2012,21.8,15,18.34,0,15.62,15.62,74,89,1.8,0
28/11/2012,23.9,15.6,20.34,0,15.54,15.54,58.8,74,2,0
29/11/2012,24.5,15.4,21.18,0,15.18,15.18,49.4,56,2.2,0
30/11/2012,23.7,15.2,19.96,0,14.72,14.72,53.8,58,2.3,0
01/12/2012,26.9,15.6,21.38,0,16.6,16.6,59,73,2,24.3
02/12/2012,23.6,15.6,20.32,0,16.26,16.26,63.8,78,2.7,0
03/12/2012,23.2,13.9,19.52,0,16.44,16.44,71.2,75,3.2,0
04/12/2012,22.7,17.5,20.8,0,17.58,17.58,72,97,6.6,0
05/12/2012,20.5,16.1,19.06,0,14.54,14.54,58.8,73,5.4,0
06/12/2012,20.7,15,18.28,0,14.92,14.92,69,90,4.4,0
07/12/2012,21.4,15.7,18.9,0,14.34,14.34,57.8,59,4.6,0
08/12/2012,20.7,14.9,17,0,14.64,14.64,76,83,2.5,0
09/12/2012,23.1,15.4,19.16,0,14.82,14.82,61,75,1.6,0
10/12/2012,20.8,13.8,18.1,0,13.88,13.88,61.2,79,5.4,0
11/12/2012,19.6,12.2,17.74,0,14.64,14.64,69.8,72,7.2,6.4
12/12/2012,22.4,13.5,17.7,0,14.84,14.84,73,86,2.5,0.2
13/12/2012,17.5,13.9,15.48,0,13.22,13.22,76,80,2.9,0.4
14/12/2012,19.8,13.8,17.04,0,14.06,14.06,71,83,2.6,0
15/12/2012,19.6,12.7,16.2,0,13.02,13.02,68.4,79,3,0
16/12/2012,19.5,11.3,15.92,0,11.82,11.82,59.4,70,1.9,0
17/12/2012,20,12.5,16.52,0,12.94,12.94,64.8,75,3.2,0
18/12/2012,21.1,12.4,17.16,0,12.8,12.8,59,75,3.3,0
19/12/2012,0,15.1,18.525,0,12.375,12.375,44,54,3.7,1.8
20/12/2012,20,14.1,16.46,0,11.94,11.94,55,66,7.6,5.4
21/12/2012,18,12.1,14.14,0,12.02,12.02,76.6,82,5.6,0
22/12/2012,18.9,11.9,15.42,0,12.76,12.76,72.6,83,2.7,0
23/12/2012,20,10.9,16.1,0,12.18,12.18,61.8,75,3.1,0
24/12/2012,20.3,10.5,15.9,0,11.78,11.78,59.8,71,2.4,0
25/12/2012,19.6,12.1,15.94,0,13.26,13.26,72.6,76,1.9,0
26/12/2012,19.8,12.7,16.48,0,14.2,14.2,76.8,84,3.1,0
27/12/2012,19,13.3,16.48,0,14.02,14.02,75,83,2.9,0
28/12/2012,19.7,11.9,16.1,0,13.26,13.26,71,75,2.4,0
29/12/2012,18.8,11.7,15.78,0,13.6,13.6,77.4,83,2.9,0
30/12/2012,18.9,12,15.96,0,13.72,13.72,77.2,84,2.9,0
31/12/2012,20.1,11.3,16.6,0,13.76,13.76,72,80,2.3,0
01/01/2013,20,11.7,16.62,0,13.24,13.24,65.8,73,3,3.8
02/01/2013,19.1,13.5,16.36,0,14.06,14.06,76.6,86,3.1,0
03/01/2013,19.4,11.6,16.18,0,13.34,13.34,71.4,78,2.7,0
04/01/2013,19,10.4,15.76,0,11.94,11.94,61.6,71,2.4,0
05/01/2013,18.2,12.2,14.28,0,12.8,12.8,83.4,89,5.4,0
06/01/2013,17.7,11.9,15.26,0,11.98,11.98,66.2,79,6.6,0
07/01/2013,16.8,10.8,14.88,1,12.12,12.12,70.6,84,12.7,0
08/01/2013,16.1,10.4,13.28,0,11.98,11.98,85.4,99,8.5,0
09/01/2013,13.8,7.1,12.16,1,8.98,8.98,63.4,76,16.3,0
10/01/2013,12.2,6,9.7,0,7.6,7.6,72.6,75,5.1,0
11/01/2013,15.6,8.5,11.74,0,9.18,9.18,70,80,2.9,0
12/01/2013,16.8,8.2,12.58,0,7.74,7.74,47,63,3.3,0
13/01/2013,16.7,6.8,12.52,0,9.16,9.16,61.6,68,2.8,0
14/01/2013,18.1,8.3,13.74,0,10.34,10.34,64,76,3.9,0
15/01/2013,21.2,10.8,16.6,0,9.14,9.14,31.2,49,3.1,0
16/01/2013,23.3,13.8,18.56,0,10.04,10.04,25.8,29,4.1,0
17/01/2013,20.4,14.2,17.52,0,13.3,13.3,59,68,2.4,0
18/01/2013,18.2,10.3,14.64,0,12.04,12.04,72.4,77,2,0
19/01/2013,18,10.9,14.86,0,12.32,12.32,73.2,79,3.1,0
20/01/2013,19.5,10.3,15.46,0,11.26,11.26,57.2,68,3.4,0
21/01/2013,19.9,10.1,15.72,0,12.56,12.56,67.8,75,1.5,0
22/01/2013,24.8,14.8,19.72,0,13.22,13.22,42.8,58,2.4,0
23/01/2013,18.8,14.4,16.78,0,14.38,14.38,75.6,81,3,0
24/01/2013,19.3,12,16.4,0,13.96,13.96,75.2,81,3.9,0
25/01/2013,20.5,14.5,18.16,0,14.68,14.68,66.8,74,3,0
26/01/2013,19.3,10.7,15.82,0,13.5,13.5,76.2,83,2.9,0
27/01/2013,19.4,14.7,17.16,0,15.1,15.1,79.4,85,3.5,0
28/01/2013,18.2,13.7,16.1,0,13.52,13.52,73,76,2.8,4.2
29/01/2013,17.4,11.6,15.16,0,12.8,12.8,74.6,76,4.8,9.4
30/01/2013,16.4,12.4,14.14,0,12.18,12.18,78.4,84,3.4,32.5
31/01/2013,15.4,9.4,12.4,0,10.9,10.9,82.2,86,6.3,15.2
01/02/2013,15.6,10.7,13.36,0,11.46,11.46,78.2,83,4.9,0
02/02/2013,18.2,13.3,16.06,0,12.8,12.8,67,73,3.8,0
03/02/2013,19.2,10.4,15.32,0,12.04,12.04,66.6,76,2.5,0
04/02/2013,22.1,10.3,16.8,0,13.74,13.74,69.8,75,1.4,0
05/02/2013,23.3,15.4,19.78,0,14,14,49.6,62,1.1,0
06/02/2013,20.6,16.1,17.34,0,13.98,13.98,67,75,7.4,0
07/02/2013,18.6,13.4,16.36,0,12.94,12.94,65,72,3.1,0
08/02/2013,24.1,13.3,17.82,0,13.5,13.5,59.6,67,2.8,0
09/02/2013,20,11.8,16.84,0,12.7,12.7,59.4,67,2.8,0
10/02/2013,18,12.3,15.5,0,13.62,13.62,80.2,84,3.4,0
11/02/2013,18,15.4,16.84,0,12.92,12.92,61,69,5.9,0
12/02/2013,18.1,13.4,15.94,0,12.86,12.86,68.2,73,3.5,0
13/02/2013,21.3,11.2,16.54,0,12.66,12.66,62.2,70,2.5,0
14/02/2013,21.3,16.4,19.38,0,13.64,13.64,48.6,67,1.2,0
15/02/2013,18.6,14.9,17.18,0,12.38,12.38,53.8,64,7.6,0
16/02/2013,17.2,10.3,13.88,0,11.18,11.18,69.8,75,4,0
17/02/2013,17.1,12.3,15.06,0,12.96,12.96,77.4,84,3.1,0
18/02/2013,17.8,10.6,14.62,0,12.22,12.22,74.2,78,4.5,0
19/02/2013,17.8,13.3,15.78,0,12.86,12.86,69.6,76,2.7,0
20/02/2013,18,10.5,15.12,0,11.8,11.8,65.4,73,3.9,0
21/02/2013,20.2,11.1,16.3,0,11.82,11.82,56,62,3.7,0
22/02/2013,26.5,14.1,19.02,0,13.7,13.7,51.8,56,1.6,0
23/02/2013,20.4,15.6,17.66,0,14.82,14.82,71.8,77,5.2,0
24/02/2013,19,15.1,17.46,0,15.16,15.16,77,80,3.5,0
25/02/2013,26.9,13.8,19.32,0,15.7,15.7,67.2,77,2.1,0
26/02/2013,23.9,15.1,19.86,0,15.14,15.14,57.6,63,1.9,0
27/02/2013,21.1,15,17.48,0,15.36,15.36,78.6,84,2.9,0
28/02/2013,18.1,14.8,16.58,0,14.26,14.26,76.4,82,4.9,0
01/03/2013,18,13.7,16.18,0,12.54,12.54,63.2,68,3.7,0
02/03/2013,19.4,10.9,15.66,0,11.96,11.96,62.8,73,3.5,0
03/03/2013,29.4,16.9,22.38,0,14.04,14.04,34.8,43,2.7,0
04/03/2013,20.4,16.2,17.42,0,14.62,14.62,72.2,74,4.9,0
05/03/2013,18,16,17.1,0,13.52,13.52,64.8,67,6.4,0
06/03/2013,17,13.4,15.18,0,10.82,10.82,55,69,4.9,0
07/03/2013,22.8,9.3,16.26,0,9.62,9.62,38.2,59,2.7,0
08/03/2013,28.4,17,22.92,0,11.74,11.74,17.2,25,3.1,0
09/03/2013,22.3,15.8,17.82,0,14.82,14.82,70.8,73,3.5,0
10/03/2013,0,12.8,16.78,0,13.8,13.8,70.2,73,3.5,0.2
11/03/2013,25.1,12.9,19.04,0,14.06,14.06,55.4,65,2.3,0
12/03/2013,32.5,20.1,26.98,0,16.44,16.44,29.2,38,2.7,0
13/03/2013,26.9,18.2,21.32,0,16.06,16.06,57.4,86,3.6,0
14/03/2013,23.8,15.6,18.46,0,16.72,16.72,83.2,92,3.6,0
15/03/2013,35.3,21.4,30.18,0,17.34,17.34,21.6,25,3.3,0
16/03/2013,29.3,17.4,18.16,0,14.62,14.62,66,78,4.1,0
17/03/2013,17.7,14.6,16.48,0,12.82,12.82,63,71,7.4,0
18/03/2013,17.8,15.6,16.72,0,11.92,11.92,53,56,4.6,0
19/03/2013,19.2,12.3,16.66,0,12.46,12.46,58.4,70,4.4,0
20/03/2013,19,12,17.22,0,14.12,14.12,69.2,73,4.3,0
21/03/2013,20.4,12.7,17.5,0,14.16,14.16,67.2,72,3.4,0
22/03/2013,32,17.2,22.5,0,15.4,15.4,48.4,77,4.8,0
23/03/2013,18.2,17.1,17.68,0,14.48,14.48,69,73,8,0
24/03/2013,18.5,15.9,17.14,0,12.06,12.06,51,54,4.4,0
25/03/2013,21.1,11.4,17.22,0,13.8,13.8,66,74,3.7,0
26/03/2013,27.2,13.2,20.52,0,15.86,15.86,60.2,78,1.9,0
27/03/2013,19.2,17.1,18.22,0,15.34,15.34,71.8,74,5.4,0
28/03/2013,19.5,14.3,17.88,0,15.16,15.16,73.4,78,3.6,0
29/03/2013,20.4,13.5,18.24,0,14.86,14.86,67.8,79,4.2,0
30/03/2013,21.2,13.2,18.54,0,14.88,14.88,65,79,4.5,0
31/03/2013,24.3,16.2,20.8,0,18.22,18.22,76.6,84,2.1,0
01/04/2013,28.2,19,22.96,0,16.56,16.56,51,81,3.1,0
02/04/2013,20.4,15.9,18.66,0,16.2,16.2,76.6,87,3.3,0
03/04/2013,21.2,13.5,18.2,0,15.06,15.06,70,80,3.2,0
04/04/2013,21.9,17.9,19.16,0,15.68,15.68,67.8,79,8.5,1
05/04/2013,19.3,16.5,18.32,0,15.52,15.52,72.8,75,8.7,0
06/04/2013,19.6,14.7,18.1,0,15.58,15.58,75.4,82,2.9,0
07/04/2013,28.5,14.9,21.84,0,16.9,16.9,60.8,82,2,0
08/04/2013,26.1,18.8,21.22,0,15.88,15.88,55,69,4.6,0
09/04/2013,19.7,16.3,18.48,0,15.28,15.28,69.2,71,5.4,0
10/04/2013,19.7,17.3,18.4,0,14.92,14.92,67,73,5.4,0
11/04/2013,19.4,14.9,17.78,0,14.42,14.42,67.4,73,3.8,0
12/04/2013,19.8,13.7,17.64,0,14.66,14.66,71,79,4.8,3.8
13/04/2013,20.2,16,18.54,0,15.6,15.6,71.6,74,3.9,0
14/04/2013,20.6,15.5,18.7,0,16.2,16.2,76,82,3.9,0
15/04/2013,20.5,14,17.76,0,15.5,15.5,77.8,84,2.8,0
16/04/2013,20.1,17.1,18.84,0,15.06,15.06,64.8,72,8,0
17/04/2013,19.1,15.4,17.52,0,14.92,14.92,74.4,81,5.1,0.9
18/04/2013,19.3,15.9,17.82,0,14.68,14.68,69.2,74,3.9,1.6
19/04/2013,19.3,15.1,17.4,0,14.3,14.3,69.4,78,5.5,0
20/04/2013,17.7,13.1,14.82,0,12.08,12.08,70.8,79,5.1,0
21/04/2013,18.7,15.8,17.34,0,14.24,14.24,69.6,77,5.1,5.3
22/04/2013,19.2,15.1,17.72,0,14.4,14.4,67.8,77,5.8,1.6
23/04/2013,20.1,13.8,18.02,0,15.12,15.12,72.2,83,3.9,0
24/04/2013,22.3,16.1,19.96,0,16.88,16.88,71.8,76,5.5,0
25/04/2013,23.8,15.7,20.8,0,17.16,17.16,67.6,72,5.1,0
26/04/2013,25.4,16.6,22.66,0,16.62,16.62,50.4,63,4.5,0
27/04/2013,36.6,20.6,29.22,0,16.1,16.1,22.2,44,5,0
28/04/2013,36.5,21.3,31.9,0,17.1,17.1,16.6,36,4,0
29/04/2013,36,22,28.6,0,16.14,16.14,23.6,55,4.7,0
30/04/2013,26.9,19.3,22.56,0,18.34,18.34,64.6,74,4.4,0
01/05/2013,23.8,18.8,21.9,0,18.98,18.98,74.2,83,2.2,0
02/05/2013,23.2,19,21.52,0,19.68,19.68,83.4,93,2.8,0.7
03/05/2013,23.1,17.1,20.1,0,18.7,18.7,87.6,98,3,0
04/05/2013,25.9,17.7,21.1,0,19,19,82.4,93,3.3,0
05/05/2013,23,17.7,20.78,0,19.5,19.5,88,94,2.3,0
06/05/2013,23.3,19.3,21.18,0,19.28,19.28,83,90,2.7,0
07/05/2013,23.1,19.4,21.7,0,19.84,19.84,83.2,86,3.1,0
08/05/2013,23.4,19,22.08,0,19.94,19.94,81.4,90,3.2,0
09/05/2013,24,21,22.5,0,20.54,20.54,82.8,90,3.4,0
10/05/2013,24,20.2,22.54,0,20.56,20.56,82.8,88,4,0
11/05/2013,23.4,20.5,22.08,0,19.38,19.38,76.6,83,3.5,0
12/05/2013,23,18.9,21.3,0,17.86,17.86,69.6,72,4,2.6
13/05/2013,27,18.6,23.28,0,18.08,18.08,58.6,79,2.8,2.8
14/05/2013,23.4,20.4,21.68,0,17.12,17.12,61,65,6.5,0
15/05/2013,22.2,17.9,20.22,0,16.54,16.54,66.8,71,4.9,0
16/05/2013,22.9,18.2,20.96,0,18.02,18.02,73.6,80,3.5,0
17/05/2013,23.8,18.6,21.82,0,19,19,75.2,79,4.5,0
18/05/2013,24.5,19.5,22.98,0,20.68,20.68,80.4,84,4.4,0
19/05/2013,25.5,20.7,23.16,0,20.72,20.72,79.2,86,2.6,0
20/05/2013,25,21,23.38,0,20.5,20.5,75.8,80,3.1,0
21/05/2013,25,20.6,23.16,0,20.8,20.8,80,85,2.75,0
22/05/2013,25.9,19.8,23.64,0,20.86,20.86,76.4,79,0,0
23/05/2013,26.4,19.7,23.64,0,20.9,20.9,77,84,6.5,0
24/05/2013,26.5,19.8,23.3,0,21.64,21.64,85.8,93,4,0
25/05/2013,25.2,22.5,24.04,0,21.26,21.26,76.6,82,4.3,0
26/05/2013,24.6,21.4,23.08,0,18.36,18.36,61.2,66,3.5,0
27/05/2013,25.7,20,23.62,0,19.92,19.92,69.4,73,3.9,0
28/05/2013,26.1,21.1,24.04,0,21,21,75.2,86,4.3,0
29/05/2013,28,19.1,24.66,0,18.26,18.26,51.2,61,3.7,0
30/05/2013,33.2,22.7,25.78,0,20.96,20.96,63.6,83,4.2,0
31/05/2013,26,21.8,24.2,0,21.28,21.28,76,80,2.9,0
01/06/2013,26.6,22.7,24.9,0,22.16,22.16,77.6,85,3.1,16.8
02/06/2013,27.6,21.2,25.4,0,20.66,20.66,63,67,3.8,0.3
03/06/2013,29.3,23.7,25.64,0,23,23,79,88,4.6,0
04/06/2013,25.9,22.4,24.04,0,19.6,19.6,64,67,3.3,0
05/06/2013,25.6,21.4,23.98,0,19.62,19.62,64.8,69,3.4,0
06/06/2013,25.8,19.8,23.74,0,20.16,20.16,70.6,76,4,0
07/06/2013,26.6,21,24.36,0,20.6,20.6,69.4,74,3.1,0
08/06/2013,33.6,21.1,27.44,0,19.62,19.62,47.2,76,1.8,0
09/06/2013,33,24,25.2,0,21.74,21.74,72.4,79,5.5,0
10/06/2013,27,23,24.76,0,21.14,21.14,71.2,76,4.2,0
11/06/2013,26.3,22.7,24.78,0,21.32,21.32,72.2,76,3.7,0
12/06/2013,29.2,21.4,26.06,0,21.52,21.52,65.8,81,2.9,0
13/06/2013,26.2,23.3,24.78,0,20.14,20.14,63.2,69,4.4,0
14/06/2013,26.1,22.1,24.5,0,20.52,20.52,68.2,71,3.9,0
15/06/2013,26.2,22.7,24.7,0,20.06,20.06,63,66,3.3,0
16/06/2013,26.3,23.1,24.76,0,20.6,20.6,66.8,69,3.8,0
17/06/2013,26.4,23.1,24.94,0,21.2,21.2,70.2,73,3.4,0
18/06/2013,27.2,22.9,25.46,0,22.58,22.58,76.8,82,3.6,0
19/06/2013,27.7,23,25.98,0,23.36,23.36,79.4,85,4.2,0
20/06/2013,28.5,24.1,26.4,0,23.62,23.62,78.2,83,3.3,0
21/06/2013,28.8,23.3,26.48,0,22.94,22.94,72.6,77,3.4,0
22/06/2013,28.3,22.3,26.12,0,22.46,22.46,71.4,76,3.5,0
23/06/2013,28,23.3,26,0,23.14,23.14,77.4,85,3.1,0
24/06/2013,27.9,23.2,26.24,0,23.16,23.16,76,81,3.9,0
25/06/2013,28.2,23.5,26.26,0,23.16,23.16,75.6,82,3.7,0
26/06/2013,28.5,23.6,26.36,0,23.38,23.38,77,84,3.8,0
27/06/2013,27.8,23.8,26.3,0,22.62,22.62,71.4,77,3.4,0
28/06/2013,28.2,23.6,26.26,0,22.72,22.72,72.4,82,3,0
29/06/2013,28.7,24.8,27.04,0,23.3,23.3,71.6,79,3.3,0
30/06/2013,28.8,25.5,26.88,0,21.94,21.94,63.2,66,3.9,0
01/07/2013,27.9,24.7,26.34,0,21.62,21.62,64,68,4.2,21.8
02/07/2013,27.9,24.1,26.38,0,21.26,21.26,61.2,66,3.7,0
03/07/2013,28.2,23.7,26.2,0,22.12,22.12,68.4,71,3.8,0
04/07/2013,28.9,23.8,26.58,0,22.98,22.98,72.4,79,3.9,0
05/07/2013,28.4,23.1,26.28,0,22.68,22.68,72,73,4.1,0
06/07/2013,27.9,24.2,26.26,0,21.94,21.94,67.2,77,3.4,0
07/07/2013,27.9,24.8,26.44,0,21.76,21.76,64.2,66,3.3,0
08/07/2013,28.2,25.2,26.78,0,22.28,22.28,66,70,3.7,0
09/07/2013,27.9,25.5,26.72,0,22.08,22.08,65,68,3.6,0
10/07/2013,28.6,24.6,26.82,0,22.32,22.32,66,71,3.9,0
11/07/2013,28.6,25.8,27.16,0,23.48,23.48,72.2,74,4.5,0
12/07/2013,28.6,24.9,27.22,0,23.3,23.3,70.4,71,3.5,0
13/07/2013,28.6,25.4,27.1,0,22.9,22.9,68.4,71,3.2,0
14/07/2013,29,25.6,27.36,0,23.72,23.72,72.4,75,3.1,0
15/07/2013,28.4,25.1,26.96,0,23.44,23.44,73,80,3.3,0
16/07/2013,28.5,24.5,26.86,0,23.4,23.4,73.6,83,3.5,0
17/07/2013,28.8,25,27.26,0,23.14,23.14,69,75,3.8,0
18/07/2013,28.3,24.8,26.78,0,22.36,22.36,66.6,73,4.7,0
19/07/2013,28.6,25.6,27.18,0,23.32,23.32,70.8,74,4.4,0
20/07/2013,28.9,25.1,27.32,0,23.8,23.8,73.4,75,4.3,0
21/07/2013,28.8,25.9,27.1,0,23.06,23.06,69.2,74,4.7,0
22/07/2013,28.5,24.8,26.9,0,23.12,23.12,71.2,74,4.2,0
23/07/2013,28.9,24.1,27.02,0,22.94,22.94,69,74,4.1,0
24/07/2013,28.9,25,27.08,0,24,24,76.2,81,3.9,0
25/07/2013,28.9,25.1,27.38,0,24.08,24.08,75,81,3.9,0
26/07/2013,29.2,25.2,27.46,0,24.28,24.28,75.8,83,4.1,0
27/07/2013,28.8,24.8,27.32,0,24.12,24.12,75.6,84,4.2,0
28/07/2013,29.6,23.9,27.42,0,23.48,23.48,70,79,3.7,0
29/07/2013,29.7,24.8,27.7,0,24.76,24.76,77.6,82,3.8,0
30/07/2013,29.3,24.9,27.36,0,24.26,24.26,76.4,82,4.3,0
31/07/2013,29.2,24.3,27.22,0,23.62,23.62,72.8,78,4.2,0
01/08/2013,29.2,22.7,27,0,23.22,23.22,71,74,4,40.1
02/08/2013,29.2,24.2,27.26,0,24.2,24.2,76.6,78,3.2,0
03/08/2013,29.9,25.7,27.96,0,24.44,24.44,74,82,3.1,0
04/08/2013,29.7,25.8,27.84,0,23.78,23.78,69.8,74,4.1,0
05/08/2013,29.6,25.6,27.96,0,24.32,24.32,72.8,76,3.4,0
06/08/2013,29.9,25.8,27.98,0,24.78,24.78,76,81,3.6,0
07/08/2013,29.8,23.6,27.84,0,24.04,24.04,71.8,76,3.6,0
08/08/2013,29.5,25.4,27.82,0,24.12,24.12,72.6,79,3.5,0
09/08/2013,29.5,24.7,27.82,0,24.26,24.26,73,77,4.3,0
10/08/2013,29.6,25.4,27.9,0,24.24,24.24,72.8,81,3.9,0
11/08/2013,29.7,25.1,27.94,0,23.96,23.96,70.6,78,4.1,0
12/08/2013,29.8,25.9,28.06,0,23.62,23.62,67.4,74,4.1,11.1
13/08/2013,29.5,25,27.7,0,23.46,23.46,68.6,73,3.9,0
14/08/2013,29.5,25,27.8,0,24,24,71.4,75,3.9,0
15/08/2013,30,27.3,28.64,0,24.78,24.78,71.8,75,3.1,0
16/08/2013,30.2,26.4,28.48,0,25.16,25.16,75.2,80,3.4,0
17/08/2013,30.2,25,28.32,0,25.26,25.26,77,86,4.1,0
18/08/2013,30,26,28.18,0,24.9,24.9,75.6,85,3.8,0
19/08/2013,29.4,26.1,27.72,0,22.74,22.74,63.6,68,3.2,0
20/08/2013,29.7,24.5,27.68,0,24.14,24.14,73.2,77,3.6,0
21/08/2013,30.3,25.3,28.36,0,25.12,25.12,75.8,84,4.1,0
22/08/2013,30.2,25.2,28.24,0,24.56,24.56,72.8,80,3.6,0
23/08/2013,30,25.2,28.08,0,23.94,23.94,69.8,79,3.5,0
24/08/2013,30,25.3,28.02,0,23.04,23.04,63.4,71,3.9,0
25/08/2013,29.7,25.3,28.02,0,23.3,23.3,65.6,70,3.4,0
26/08/2013,29.6,25.6,28.02,0,23.7,23.7,68.2,72,4.1,0
27/08/2013,29.2,25.6,27.84,0,23.56,23.56,68.6,72,3.7,0
28/08/2013,29.9,24.1,27.7,0,24,24,72.2,76,3.7,0
29/08/2013,30,25.8,28.4,0,25.08,25.08,75.2,82,3.8,0
30/08/2013,30.1,23.2,27.76,0,24.58,24.58,75.8,78,3.5,0
31/08/2013,29.8,25.2,28,0,24.24,24.24,72.4,83,3.6,0
01/09/2013,29.8,25.1,27.94,0,23.72,23.72,68.8,74,3.8,7.9
02/09/2013,29.7,24.7,27.76,0,23.5,23.5,68.2,75,3.1,0
03/09/2013,30.1,26.1,28.44,0,24.18,24.18,69,72,3.2,0
04/09/2013,29,25.3,27.54,0,23.16,23.16,67.2,74,4.5,0
05/09/2013,30,25.3,28.16,0,23.54,23.54,66.2,72,3.9,0
06/09/2013,29.6,23.1,27.56,0,20.66,20.66,51,58,4.2,0
07/09/2013,29.5,23.3,27.48,0,21.52,21.52,57,61,3.2,0
08/09/2013,28.7,24,26.92,0,21.58,21.58,60.4,69,3.2,0
09/09/2013,29,23.2,26.8,0,22.06,22.06,64.4,72,3.6,0
10/09/2013,29.9,24,27.56,0,22.88,22.88,65.4,71,3.8,0
11/09/2013,29.7,23.5,27.6,0,22.22,22.22,60.8,68,4.3,0
12/09/2013,28.7,24.1,27.38,0,23.06,23.06,67.8,71,4.6,0
13/09/2013,29.6,24.3,27.74,0,24.08,24.08,72.4,76,3.3,0
14/09/2013,29.8,23.7,27.64,0,24.46,24.46,75.6,79,3.4,0
15/09/2013,29,24.1,27.26,0,23.46,23.46,71.4,76,3.4,0
16/09/2013,28.4,25.3,26.84,0,21,21,56.6,62,4.1,0
17/09/2013,28.1,23.3,26.24,0,21.08,21.08,61.2,64,2.9,0
18/09/2013,29.8,23.7,27.22,0,21.8,21.8,60,71,3.8,0
19/09/2013,30.2,24.3,27.48,0,22.62,22.62,64.2,72,3.1,0
20/09/2013,30.3,26.5,27.6,0,23.52,23.52,69.6,76,4.7,0
21/09/2013,28.3,23.7,26.6,0,22.54,22.54,69.6,90,4.3,0
22/09/2013,28.4,25.2,27.02,0,21.96,21.96,62.6,64,4.5,0
23/09/2013,27.9,24.1,26.2,0,21.5,21.5,64.2,72,4.6,0
24/09/2013,27.1,24.5,25.72,0,20.54,20.54,60.4,67,5.8,0
25/09/2013,27,22.1,25.68,0,19.4,19.4,52.8,57,3.7,0
26/09/2013,27,20.1,24.62,0,19.56,19.56,60.4,66,4.3,0
27/09/2013,27.3,22.3,25.22,0,20.86,20.86,66,73,3.6,0
28/09/2013,27.7,21.7,25.26,0,19.78,19.78,58,67,3.4,0
29/09/2013,27.2,20.9,25.14,0,19.6,19.6,57.6,67,3.2,0
30/09/2013,27.5,20.6,24.88,0,20.38,20.38,64.8,70,4.5,0
01/10/2013,27.2,22.9,25.48,0,21.58,21.58,69.8,76,3.3,4.5
02/10/2013,27.1,21.1,25.02,0,20.92,20.92,68,80,2.7,0
03/10/2013,28.2,21.6,26.18,0,21.08,21.08,61.2,69,4.4,0
04/10/2013,26.5,23.5,25.02,0,19.44,19.44,57,64,5.8,0
05/10/2013,25.2,22.2,23.4,0,17.88,17.88,55.8,63,5.1,0
06/10/2013,24.4,21.5,22.84,0,16.54,16.54,49.2,54,6.1,0
07/10/2013,24.3,18.2,21.76,0,14.9,14.9,43.8,48,5.9,0
08/10/2013,30,16.8,23.56,0,14.9,14.9,35.6,52,5.5,0
09/10/2013,32.9,22,27.7,0,15.14,15.14,19.6,50,3.7,0
10/10/2013,28,20.3,25.5,0,17.1,17.1,38.8,66,2.9,0
11/10/2013,26.2,19.1,23.72,0,19.18,19.18,63,71,3.4,0
12/10/2013,25.8,19.1,22.82,0,19.08,19.08,68.8,76,2.8,29.5
13/10/2013,25.6,19.1,23.4,0,20.02,20.02,72,75,3.8,0
14/10/2013,26,20.1,23.78,0,20.54,20.54,73.2,79,3.5,0
15/10/2013,25.7,19.1,23.18,0,19.24,19.24,67.6,79,3.9,0
16/10/2013,25.5,18.8,23.18,0,19.36,19.36,68,71,3.9,0
17/10/2013,25.5,19.5,23.04,0,19.56,19.56,70.8,78,2.5,0
18/10/2013,26.6,20.8,25.18,0,19.88,19.88,59.4,71,5.6,0
